售价,每平米,小区名称,所处区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,房屋用途,交易权属
1100万,104623,民旺园十九号院,"东城,和平里",3室1厅1厨1卫,底层 (共7层),105.14㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,房屋用途,已购公房
650万,93164,安外西河沿,"东城,安定门",3室1厅1厨1卫,顶层 (共6层),69.77㎡,平层,65.79㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,已购公房
1120万,83858,远洋德邑,"东城,广渠门",2室2厅1厨1卫,中楼层 (共12层),133.56㎡,平层,109.99㎡,板塔结合,南 北,钢混结构,精装,一梯四户,集中供暖,有,70年,房屋用途,商品房
780万,75582,悠胜美苑,"东城,永定门",4室1厅1厨2卫,高楼层 (共20层),103.2㎡,复式,78.27㎡,板塔结合,西北,钢混结构,精装,两梯十户,自供暖,有,70年,房屋用途,商品房
935万,84631,西营房,"东城,安定门",3室1厅1厨1卫,低楼层 (共19层),110.48㎡,平层,92.01㎡,塔楼,东,钢混结构,精装,三梯十二户,自供暖,有,70年,房屋用途,二类经济适用房
920万,96700,保利蔷薇,"东城,广渠门",2室1厅1厨1卫,中楼层 (共16层),95.14㎡,平层,76.53㎡,板塔结合,东,钢混结构,精装,三梯十一户,集中供暖,有,70年,房屋用途,商品房
1670万,115380,富贵园一区,"东城,东花市",3室2厅1厨2卫,中楼层 (共11层),144.74㎡,平层,120.85㎡,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,70年,房屋用途,商品房
750万,73559,恒基中心,"东城,建国门外",2室1厅1厨2卫,中楼层 (共23层),101.96㎡,平层,暂无数据,塔楼,西,钢混结构,其他,八梯二十四户,集中供暖,有,70年,房屋用途,商品房
1160万,105657,幸福家园一期,"东城,广渠门",2室1厅1厨2卫,高楼层 (共18层),109.79㎡,平层,87.98㎡,塔楼,南 北,钢混结构,简装,两梯六户,集中供暖,有,70年,房屋用途,商品房
1210万,101835,新景家园西区,"东城,崇文门",3室1厅1厨2卫,高楼层 (共12层),118.82㎡,平层,90.37㎡,板楼,东,钢混结构,简装,两梯八户,集中供暖,有,70年,房屋用途,私产
1100万,100192,幸福家园一期,"东城,广渠门",2室1厅1厨2卫,低楼层 (共18层),109.79㎡,平层,87.98㎡,塔楼,南 北,钢混结构,简装,两梯六户,集中供暖,有,70年,房屋用途,商品房
897万,115192,新景家园东区,"东城,崇文门",2室1厅1厨1卫,中楼层 (共12层),77.87㎡,平层,61.65㎡,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,70年,房屋用途,商品房
560万,101450,安外大街3号院,"东城,安定门",2室1厅1厨1卫,中楼层 (共6层),55.2㎡,平层,50㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,商品房
422万,54984,冠城名敦道,"东城,广渠门",1室0厅0厨0卫,中楼层 (共23层),76.75㎡,平层,57.7㎡,塔楼,东,钢混结构,简装,四梯十三户,集中供暖,有,70年,房屋用途,商品房
438万,92621,东花市北里中区,"东城,东花市",1室1厅1厨1卫,顶层 (共6层),47.29㎡,平层,暂无数据,塔楼,东,混合结构,简装,一梯三十六户,集中供暖,无,70年,房屋用途,商品房
2260万,119666,新世界家园,"东城,崇文门",4室2厅1厨2卫,高楼层 (共7层),188.86㎡,平层,161.19㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,房屋用途,商品房
380万,169643,东四北大街,"东城,东四",1室0厅0厨0卫,底层 (共1层),22.4㎡,复式,暂无数据,板楼,东,砖木结构,简装,一梯三户,暂无数据,无,70年,房屋用途,私产
1280万,98228,天利园,"东城,广渠门",3室1厅1厨1卫,中楼层 (共16层),130.31㎡,平层,108.12㎡,板楼,东 南,钢混结构,简装,一梯六户,集中供暖,有,70年,房屋用途,商品房
1545万,84344,凯景铭座,"东城,安定门",4室2厅1厨2卫,高楼层 (共19层),183.18㎡,平层,141.21㎡,塔楼,西南,钢混结构,简装,两梯七户,集中供暖,有,70年,房屋用途,商品房
509万,135121,新景家园东区,"东城,崇文门",1室0厅1厨1卫,中楼层 (共15层),37.67㎡,平层,暂无数据,板楼,东,钢混结构,精装,两梯六户,集中供暖,有,70年,房屋用途,商品房
770万,91384,东直门南大街,"东城,东直门",3室1厅1厨1卫,中楼层 (共18层),84.26㎡,平层,暂无数据,板塔结合,南 西南,钢混结构,精装,两梯四户,集中供暖,有,70年,房屋用途,商品房
550万,89359,前门东大街,"东城,崇文门",2室1厅1厨1卫,中楼层 (共12层),61.55㎡,平层,暂无数据,板塔结合,南 北,混合结构,简装,一梯五户,集中供暖,有,70年,房屋用途,商品房
530万,74849,工体3号,"东城,工体",1室1厅1厨2卫,中楼层 (共17层),70.81㎡,平层,48.62㎡,塔楼,南,钢混结构,精装,四梯二十户,集中供暖,有,70年,房屋用途,商品房
1478万,106095,海晟名苑南区,"东城,工体",3室2厅1厨2卫,低楼层 (共22层),139.31㎡,平层,暂无数据,板塔结合,东 西,钢混结构,精装,两梯三户,集中供暖,有,70年,房屋用途,商品房
670万,88777,东直门外小街8号院,"东城,东直门",3室1厅1厨1卫,顶层 (共6层),75.47㎡,平层,暂无数据,板楼,东 西,混合结构,精装,一梯两户,集中供暖,无,70年,房屋用途,已购公房
515万,78327,龙潭北里六条,"东城,左安门",2室1厅1厨1卫,顶层 (共5层),65.75㎡,平层,暂无数据,板楼,南,混合结构,毛坯,一梯三户,集中供暖,无,70年,房屋用途,商品房
940万,72308,丽水湾畔家园,"东城,广渠门",2室1厅1厨2卫,中楼层 (共21层),130㎡,平层,104.56㎡,塔楼,东,钢混结构,简装,两梯八户,集中供暖,有,70年,房屋用途,商品房
1150万,77042,雅安国际公寓,"东城,建国门内",2室1厅1厨2卫,高楼层 (共19层),149.27㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,两梯四户,集中供暖,有,70年,房屋用途,商品房
893万,97564,东直门内大街,"东城,东直门",3室1厅1厨1卫,顶层 (共16层),91.53㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯十户,集中供暖,有,70年,房屋用途,商品房
820万,110781,北总布胡同,"东城,建国门内",3室1厅1厨1卫,中楼层 (共6层),74.02㎡,平层,70.22㎡,板楼,西南,混合结构,简装,一梯五户,集中供暖,无,70年,房屋用途,已购公房
1350万,65180,华普花园,"东城,东直门",4室1厅1厨2卫,中楼层 (共22层),207.12㎡,平层,157.68㎡,塔楼,西南,钢混结构,简装,四梯六户,集中供暖,有,70年,房屋用途,商品房
898万,74014,华龙美晟,"东城,永定门",3室1厅1厨2卫,高楼层 (共12层),121.33㎡,平层,102.09㎡,板塔结合,东 南,钢混结构,精装,一梯四户,自供暖,有,70年,房屋用途,商品房
670万,97697,春秀路,"东城,工体",2室1厅1厨1卫,高楼层 (共6层),68.58㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,已购公房
1549万,87421,贡院九号,"东城,建国门内",3室1厅1厨2卫,低楼层 (共18层),177.19㎡,平层,142.25㎡,板塔结合,西 北,钢混结构,其他,两梯八户,集中供暖,有,70年,房屋用途,商品房
525万,96579,民旺园,"东城,和平里",3室1厅1厨1卫,顶层 (共6层),54.36㎡,平层,51.54㎡,板楼,南 北,砖混结构,简装,一梯三户,集中供暖,无,70年,房屋用途,已购公房
1550万,81314,雅安国际公寓,"东城,建国门内",3室2厅1厨2卫,低楼层 (共19层),190.62㎡,平层,139.7㎡,塔楼,东南,钢混结构,精装,两梯四户,集中供暖,有,70年,房屋用途,商品房
578万,96094,崇文门东大街,"东城,崇文门",2室1厅1厨1卫,低楼层 (共14层),60.15㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,有,70年,房屋用途,已购公房
719万,96940,兴隆都市馨园,"东城,崇文门",2室1厅1厨1卫,中楼层 (共7层),74.17㎡,平层,67.86㎡,板塔结合,南 北,钢混结构,简装,一梯两户,自供暖,无,70年,房屋用途,二类经济适用房
505万,87280,白桥大街,"东城,东花市",2室1厅1厨1卫,低楼层 (共6层),57.86㎡,平层,暂无数据,板楼,东 西,混合结构,简装,一梯三户,集中供暖,无,70年,房屋用途,已购公房
620万,45042,雍和大厦,"东城,东直门",1室0厅0厨0卫,低楼层 (共16层),137.65㎡,平层,103.4㎡,板塔结合,西,钢混结构,精装,三梯十户,集中供暖,有,70年,房屋用途,商品房
580万,70526,永铁苑,"东城,陶然亭",2室1厅1厨1卫,低楼层 (共22层),82.24㎡,平层,暂无数据,塔楼,南,混合结构,简装,三梯十户,集中供暖,有,70年,房屋用途,已购公房
785万,62745,天天家园,"东城,永定门",3室1厅1厨2卫,中楼层 (共11层),125.11㎡,平层,97㎡,塔楼,南,钢混结构,精装,两梯十六户,自供暖,有,70年,房屋用途,商品房
690万,67608,天天家园,"东城,永定门",2室1厅1厨1卫,低楼层 (共11层),102.06㎡,平层,79.13㎡,塔楼,南 西,钢混结构,简装,两梯十四户,自供暖,有,70年,房屋用途,商品房
745万,93021,安化南里,"东城,广渠门",2室1厅1厨1卫,中楼层 (共16层),80.09㎡,平层,64.72㎡,塔楼,东南,钢混结构,简装,四梯十八户,自供暖,有,70年,房屋用途,二类经济适用房
908万,78175,华龙美晟,"东城,永定门",3室2厅1厨2卫,高楼层 (共12层),116.15㎡,平层,95.17㎡,板塔结合,东 南 北,钢混结构,精装,两梯六户,自供暖,有,70年,房屋用途,商品房
400万,79413,永定门东街西里,"东城,天坛",2室1厅1厨1卫,中楼层 (共4层),50.37㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,暂无数据,暂无数据,70年,房屋用途,已购公房
1060万,106587,民安小区东直门北中街,"东城,东直门",3室1厅1厨1卫,低楼层 (共14层),99.45㎡,平层,暂无数据,板塔结合,西南,钢混结构,其他,四梯三户,集中供暖,有,70年,房屋用途,二类经济适用房
850万,114803,新景家园东区,"东城,崇文门",2室1厅1厨1卫,低楼层 (共16层),74.04㎡,平层,60.74㎡,板塔结合,东南,钢混结构,精装,两梯四户,自供暖,有,70年,房屋用途,二类经济适用房
670万,89525,国瑞城中区,"东城,崇文门",2室1厅1厨1卫,顶层 (共16层),74.84㎡,平层,59.48㎡,板塔结合,西北,钢混结构,其他,两梯八户,集中供暖,有,70年,房屋用途,商品房
860万,100845,法华南里,"东城,崇文门",3室2厅1厨1卫,高楼层 (共6层),85.28㎡,平层,60.3㎡,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,70年,房屋用途,商品房
830万,103157,新景家园东区,"东城,崇文门",2室1厅1厨1卫,低楼层 (共12层),80.46㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯四户,自供暖,有,70年,房屋用途,二类经济适用房
720万,95555,国瑞城中区,"东城,崇文门",2室1厅1厨1卫,中楼层 (共16层),75.35㎡,平层,60.06㎡,板塔结合,东 北,钢混结构,精装,两梯八户,集中供暖,有,70年,房屋用途,二类经济适用房
1590万,121886,新世界家园,"东城,崇文门",3室1厅1厨2卫,低楼层 (共9层),130.45㎡,平层,111.01㎡,板楼,西南,钢混结构,精装,一梯三户,集中供暖,有,70年,房屋用途,商品房
945万,107816,幸福家园三期,"东城,广渠门",2室1厅1厨1卫,中楼层 (共18层),87.65㎡,平层,69.43㎡,塔楼,西北,钢混结构,简装,两梯六户,集中供暖,有,70年,房屋用途,商品房
898万,108468,台基厂头条14号院,"东城,前门",3室1厅1厨1卫,中楼层 (共4层),82.79㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,70年,房屋用途,央产房
665万,79794,左安漪园,"东城,左安门",2室1厅1厨1卫,低楼层 (共15层),83.34㎡,平层,69.29㎡,塔楼,北,钢混结构,简装,三梯十户,集中供暖,有,70年,房屋用途,商品房
770万,102449,东花市北里东区,"东城,东花市",2室1厅1厨1卫,中楼层 (共5层),75.16㎡,平层,53.3㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,央产房
658万,99351,上龙西里,"东城,安定门",3室1厅1厨1卫,中楼层 (共18层),66.23㎡,平层,暂无数据,塔楼,东 北,钢混结构,简装,两梯七户,集中供暖,有,70年,房屋用途,已购公房
800万,75415,领行国际,"东城,广渠门",2室1厅1厨1卫,中楼层 (共21层),106.08㎡,平层,84.58㎡,板塔结合,西,钢混结构,简装,三梯八户,集中供暖,有,70年,房屋用途,商品房
750万,98130,新景家园东区,"东城,崇文门",2室1厅1厨1卫,中楼层 (共17层),76.43㎡,平层,61.84㎡,板塔结合,东,钢混结构,简装,两梯四户,自供暖,有,70年,房屋用途,二类经济适用房
478万,89935,兴隆都市馨园,"东城,崇文门",1室1厅1厨1卫,地下室 (共7层),53.15㎡,平层,48.57㎡,板塔结合,南,钢混结构,简装,一梯四户,自供暖,无,70年,房屋用途,商品房
766万,104918,花市枣苑二期,"东城,东花市",1室1厅1厨1卫,高楼层 (共17层),73.01㎡,平层,59.76㎡,塔楼,北,钢混结构,精装,三梯十二户,自供暖,有,70年,房屋用途,商品房
390万,78172,永定门东街中里,"东城,天坛",2室1厅1厨1卫,顶层 (共5层),49.89㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯四户,集中供暖,无,70年,房屋用途,商品房
537万,64895,革新里24号院,"东城,永定门",3室1厅1厨1卫,低楼层 (共6层),82.75㎡,平层,暂无数据,板楼,西南,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,已购公房
749万,92231,胡家园小区,"东城,东直门",3室1厅1厨1卫,顶层 (共20层),81.21㎡,平层,暂无数据,塔楼,东 南 西,钢混结构,简装,两梯七户,集中供暖,有,70年,房屋用途,商品房
690万,73483,望陶园小区,"东城,永定门",2室2厅1厨1卫,高楼层 (共18层),93.9㎡,平层,76.19㎡,塔楼,南,钢混结构,简装,两梯十户,集中供暖,有,70年,房屋用途,商品房
610万,105137,黄寺大街2号院,"东城,安定门",2室1厅1厨1卫,高楼层 (共6层),58.02㎡,平层,58㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,已购公房
725万,87287,国瑞城中区,"东城,崇文门",2室1厅1厨1卫,中楼层 (共16层),83.06㎡,平层,65.93㎡,板塔结合,西,钢混结构,简装,两梯八户,集中供暖,有,70年,房屋用途,商品房
770万,73341,领行国际,"东城,广渠门",2室1厅1厨1卫,高楼层 (共21层),104.99㎡,平层,83.71㎡,板塔结合,东南,钢混结构,简装,三梯八户,集中供暖,有,70年,房屋用途,商品房
389万,81982,永定门东街东里,"东城,天坛",2室1厅1厨1卫,底层 (共5层),47.45㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,70年,房屋用途,商品房
650万,73166,景泰西里西区,"东城,永定门",2室1厅1厨1卫,中楼层 (共9层),88.84㎡,平层,74.55㎡,板塔结合,南 北,钢混结构,简装,一梯四户,自供暖,有,70年,房屋用途,二类经济适用房
770万,49101,建国门北大街5号,"东城,建国门内",2室1厅1厨1卫,低楼层 (共24层),156.82㎡,平层,113.1㎡,塔楼,东,钢混结构,简装,九梯二十六户,自供暖,有,70年,房屋用途,商品房
750万,87987,广渠家园,"东城,广渠门",3室1厅1厨1卫,高楼层 (共28层),85.24㎡,平层,67.43㎡,塔楼,东南,钢混结构,简装,三梯十户,集中供暖,有,70年,房屋用途,二类经济适用房
670万,68236,新永外文化用品商城,"东城,永定门",3室1厅1厨1卫,高楼层 (共15层),98.19㎡,平层,74.84㎡,板塔结合,西 南 北,钢混结构,简装,三梯二十三户,集中供暖,有,70年,房屋用途,商品房
547万,64949,定安里,"东城,永定门",3室1厅1厨1卫,中楼层 (共6层),84.22㎡,平层,暂无数据,板楼,西北,混合结构,简装,一梯五户,集中供暖,无,70年,房屋用途,已购公房
580万,88971,法华南里,"东城,崇文门",2室1厅1厨1卫,中楼层 (共5层),65.19㎡,平层,暂无数据,板楼,西 东,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,商品房
438万,75310,东四块玉南街30号院,"东城,左安门",2室1厅1厨1卫,顶层 (共6层),58.16㎡,平层,暂无数据,板楼,南 北,混合结构,毛坯,一梯两户,集中供暖,无,70年,房屋用途,已购公房
1199万,63453,美惠大厦,"东城,朝阳门外",3室2厅1厨2卫,高楼层 (共15层),188.96㎡,平层,暂无数据,板塔结合,东 西,钢混结构,其他,两梯五户,集中供暖,有,70年,房屋用途,商品房
429万,80883,兴隆都市馨园,"东城,崇文门",1室1厅1厨1卫,地下室 (共6层),53.04㎡,平层,48.59㎡,板塔结合,南,钢混结构,简装,一梯四户,自供暖,无,70年,房屋用途,商品房
710万,103969,兴隆都市馨园,"东城,崇文门",2室1厅1厨1卫,低楼层 (共6层),68.29㎡,平层,62.35㎡,板楼,南 北,混合结构,简装,一梯四户,自供暖,无,70年,房屋用途,二类经济适用房
790万,101647,和平里七区,"东城,和平里",3室1厅1厨1卫,底层 (共5层),77.72㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,70年,房屋用途,已购公房
996万,97859,天利园,"东城,广渠门",3室1厅1厨1卫,低楼层 (共16层),101.78㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯六户,集中供暖,有,70年,房屋用途,商品房
820万,100123,安德里北街25号院,"东城,安定门",2室2厅1厨1卫,中楼层 (共17层),81.9㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,两梯七户,集中供暖,有,70年,房屋用途,已购公房
630万,83900,民安小区东直门内北小街,"东城,东直门",2室1厅1厨1卫,底层 (共14层),75.09㎡,平层,63.09㎡,板楼,东,钢混结构,简装,两梯三户,集中供暖,有,70年,房屋用途,二类经济适用房
